IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
191826-06122023,2023-12-06,2023,20,HAMMERSMITH AND FULHAM,522650,180550,279.0,Hammersmith,inf,inf,51.51057510515504,-0.23400582889124602,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1747.2097060506026,3-6min
150584-28092023,2023-09-28,2023,14,ISLINGTON,529750,185950,293.0,Holloway,inf,inf,51.557518662237754,-0.12976376886623944,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1036.5311363779433,3-6min
059487-29042023,2023-04-29,2023,18,BARKING AND DAGENHAM,547050,186450,478.0,Dagenham,51.557392581259926,0.1203535335237939,51.557770873726035,0.11982291766441468,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2535.118783620101,6-9min
025710-20022023,2023-02-20,2023,15,BEXLEY,551450,178450,233.0,Erith,51.48458239171273,0.1794421977560146,51.48472844791893,0.1798092545571763,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,1592.6820090553879,3-6min
049966-10042023,2023-04-10,2023,20,WESTMINSTER,528250,181050,344.0,Soho,inf,inf,51.51382639437137,-0.1531722003529602,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1477.453033681236,3-6min
020230-09022023,2023-02-09,2023,19,KENSINGTON AND CHELSEA,526450,178750,387.0,Chelsea,inf,inf,51.49356184292001,-0.17992171885405286,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,871.3939471726814,6-9min
006082-13012023,2023-01-13,2023,22,NEWHAM,539650,184750,288.0,Stratford,inf,inf,51.54437390050141,0.012475301551879784,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,142.12474344964977,3-6min
128187-23082023,2023-08-23,2023,18,LEWISHAM,535250,173850,289.0,Forest Hill,inf,inf,51.44749418839322,-0.055110253516676345,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,901.4387247328124,3-6min
149598-26092023,2023-09-26,2023,23,MERTON,525850,172450,332.0,Wimbledon,51.436710298938365,-0.19149132072781522,51.43707732727884,-0.19080059117147005,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,2392.95591498757,3-6min
032538-06032023,2023-03-06,2023,15,CROYDON,531850,165250,534.0,Norbury,inf,inf,51.37100978003191,-0.1072023333964102,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,4101.47603341854,6-9min
054559-20042023,2023-04-20,2023,2,EALING,513350,184750,254.0,Northolt,51.549960580623306,-0.3661279768417983,51.550263999874524,-0.36660750067497144,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,717.4530753283533,3-6min
079864-05062023,2023-06-05,2023,1,KENSINGTON AND CHELSEA,527250,178250,355.0,Kensington,inf,inf,51.48888908403409,-0.16858437865757023,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,2165.7954358482334,3-6min
110284-23072023,2023-07-23,2023,5,WALTHAM FOREST,538250,188350,389.0,Leyton,inf,inf,51.577067620459395,-0.0062862426314868524,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1652.7017977066098,6-9min
073083-24052023,2023-05-24,2023,22,TOWER HAMLETS,534850,181850,220.0,Bethnal Green,51.5193615435092,-0.05716703926612572,51.51948011356682,-0.05781063039418059,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1012.9939817578278,3-6min
123993-16082023,2023-08-16,2023,12,SUTTON,527450,165750,407.0,Wallington,51.37612209469247,-0.17088998836697214,51.37650698681561,-0.17019930515414727,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,2184.8446418609897,6-9min
093381-25062023,2023-06-25,2023,14,CROYDON,533150,170250,433.0,West Norwood,inf,inf,51.4156398072473,-0.08666359603342681,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2037.5788460058848,6-9min
181422-19112023,2023-11-19,2023,4,WESTMINSTER,525250,181950,301.0,Paddington,inf,inf,51.52258708275091,-0.19606255814717727,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,943.1503015353376,3-6min
130415-27082023,2023-08-27,2023,9,BRENT,525150,183150,320.0,Paddington,inf,inf,51.533393589134604,-0.19707720780235047,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1762.0564082720045,3-6min
020797-10022023,2023-02-10,2023,22,BROMLEY,544150,164750,494.0,Orpington,inf,inf,51.36353056597391,0.06918104657856056,Orpington,51.37216313,0.11087098,150.15,82458.0,22327.869024727424,3058.0646983608967,6-9min
151449-30092023,2023-09-30,2023,0,LAMBETH,530950,179650,230.0,Lambeth,51.50019385458809,-0.11418799994043141,51.50062641009501,-0.11480410047530909,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4124.584951269383,3-6min
059129-29042023,2023-04-29,2023,7,LAMBETH,531850,171350,73.0,West Norwood,inf,inf,51.42582867864432,-0.10493798518003543,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,420.1590030677449,0-3min
120546-10082023,2023-08-10,2023,12,HARROW,516650,189750,381.0,Stanmore,inf,inf,51.59452949040097,-0.3173766566795747,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,1719.1068497137098,6-9min
171627-03112023,2023-11-03,2023,3,WANDSWORTH,529450,170750,365.0,Norbury,51.4210937503378,-0.1394374090055522,51.42098933078316,-0.13965739423995213,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,2029.7364423371437,6-9min
057294-25042023,2023-04-25,2023,17,EALING,512450,180850,190.0,Southall,inf,inf,51.51539140933336,-0.38082626552212884,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,622.3849985717696,3-6min
056662-24042023,2023-04-24,2023,13,NEWHAM,539650,183750,229.0,Stratford,inf,inf,51.53538804755706,0.012078907001753148,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,870.8140199724652,3-6min
051931-14042023,2023-04-14,2023,20,BEXLEY,551050,176750,361.0,Erith,51.469410094522814,0.17369380311208543,51.46956079008741,0.17332659562246605,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,2142.7725838123974,6-9min
051974-14042023,2023-04-14,2023,23,KENSINGTON AND CHELSEA,525750,178350,482.0,Chelsea,51.49022198003501,-0.1895618274989721,51.49012302467895,-0.19014193348234246,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1211.9768757309819,6-9min
102499-10072023,2023-07-10,2023,6,HILLINGDON,505950,183950,284.0,Hillingdon,51.54408831926658,-0.4736040066126048,51.54451001467176,-0.47353221129477635,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,1981.4161154571996,3-6min
006970-15012023,2023-01-15,2023,23,WESTMINSTER,529350,178750,209.0,Lambeth,inf,inf,51.49290643412504,-0.13817163334510685,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3479.3161876872828,3-6min
165808-23102023,2023-10-23,2023,20,HARINGEY,531550,190450,425.0,Tottenham,inf,inf,51.59754101250119,-0.10213025574509767,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,2182.079545265486,6-9min
068721-16052023,2023-05-16,2023,21,CROYDON,533550,165550,282.0,Croydon,inf,inf,51.37330886661368,-0.08268173522705137,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1626.9566987750488,3-6min
151143-29092023,2023-09-29,2023,16,WESTMINSTER,525950,180950,389.0,Kensington,51.51298660420378,-0.18579147399130772,51.51344463808075,-0.18633534513376024,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,1178.9544397728548,6-9min
126315-20082023,2023-08-20,2023,11,HOUNSLOW,513550,175550,296.0,Feltham,inf,inf,51.467536182821206,-0.3666838290947542,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,3362.0391672309356,3-6min
126135-20082023,2023-08-20,2023,2,HAMMERSMITH AND FULHAM,526150,176550,276.0,Fulham,51.47405642831763,-0.18568043945000226,51.47385745660391,-0.1850259554037915,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1153.554337778587,3-6min
087968-16062023,2023-06-16,2023,23,EALING,512950,180650,170.0,Southall,inf,inf,51.51349420461831,-0.3736876791918407,Southall,51.51144,-0.37448,55.53,91532.0,17114.811924824804,235.072578000504,0-3min
141984-14092023,2023-09-14,2023,15,LAMBETH,531150,175550,112.0,Brixton,51.463819756150464,-0.11312534741292689,51.46373498331118,-0.11344556656933999,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,91.13540279772413,0-3min
087446-16062023,2023-06-16,2023,9,SOUTHWARK,532350,179650,256.0,Dowgate,inf,inf,51.5003006393448,-0.09464632210676452,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,1122.6285345623446,3-6min
003394-08012023,2023-01-08,2023,2,CITY OF LONDON,533250,181450,251.0,Whitechapel,51.51621500554721,-0.08125552156552539,51.51626491801694,-0.081008401278291,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,896.2081140783043,3-6min
200249-21122023,2023-12-21,2023,8,BARNET,526750,189850,249.0,Finchley,inf,inf,51.593248493631776,-0.17160854658321573,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,739.3313514147117,3-6min
029930-01032023,2023-03-01,2023,9,WESTMINSTER,527850,181050,379.0,Paddington,51.513965236386966,-0.15857117300385068,51.513916968193506,-0.15893342488034892,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1835.239797774279,6-9min
193575-09122023,2023-12-09,2023,18,KENSINGTON AND CHELSEA,525150,178350,415.0,Fulham,inf,inf,51.49025601288787,-0.19877947691363979,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1377.1572804797183,6-9min
147221-22092023,2023-09-22,2023,18,BROMLEY,540750,169550,176.0,Bromley,inf,inf,51.40751550859783,0.022277257075332655,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,360.282049198469,0-3min
147108-22092023,2023-09-22,2023,14,SUTTON,525750,165150,276.0,Sutton,inf,inf,51.37149339584886,-0.19482373404326245,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1172.0060242616341,3-6min
144193-18092023,2023-09-18,2023,1,SOUTHWARK,532550,180050,303.0,Dowgate,51.50383660761272,-0.09144408927648234,51.50384840596571,-0.09161650622290866,Dowgate,51.510003,-0.090206,2.9,8618.0,2602.1246575935143,691.0504666272665,3-6min
117902-05082023,2023-08-05,2023,15,NEWHAM,541950,183650,288.0,East Ham,inf,inf,51.533916360287954,0.045177461263996896,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,1414.810239506792,3-6min
135853-05092023,2023-09-05,2023,14,HILLINGDON,510050,178850,441.0,Hillingdon,inf,inf,51.49788750721178,-0.4160228007912549,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,4577.3310230643,6-9min
103643-11072023,2023-07-11,2023,23,HILLINGDON,508650,181750,233.0,Hillingdon,51.52396212617227,-0.4359189988605148,51.5242235064561,-0.43529019836942934,Hillingdon,51.53228,-0.45221,115.7,76198.0,22665.210491894057,1462.6060171193587,3-6min
074888-27052023,2023-05-27,2023,22,ISLINGTON,532050,182850,228.0,Shoreditch,inf,inf,51.529127491414016,-0.09776815764512965,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,973.8563657816992,3-6min
073250-25052023,2023-05-25,2023,10,LEWISHAM,539050,175150,324.0,Greenwich,inf,inf,51.45825661467696,4.787603950220159e-05,Greenwich,51.47380645,-0.01340824,47.35,57851.0,8733.466473723414,1966.572631185438,3-6min
033009-07032023,2023-03-07,2023,16,BARNET,519750,192450,353.0,Mill Hill,51.61798921280158,-0.27151315836989315,51.618145183220776,-0.27172390789499856,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,1968.6019921783259,3-6min
125200-18082023,2023-08-18,2023,13,TOWER HAMLETS,536650,182450,306.0,Poplar,inf,inf,51.52443959717118,-0.031651247642791286,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1871.0875897743301,3-6min
054446-19042023,2023-04-19,2023,20,GREENWICH,542750,179150,293.0,East Greenwich,51.49321993427038,0.055197167723650124,51.49327939851348,0.054882907964311035,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,2392.608825477736,3-6min
142361-15092023,2023-09-15,2023,4,ISLINGTON,531750,182450,267.0,Shoreditch,inf,inf,51.525602909394664,-0.10223986056428193,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1248.7720984843754,3-6min
108476-20072023,2023-07-20,2023,3,CROYDON,531450,166550,305.0,Croydon,inf,inf,51.382785233702045,-0.11246495944962887,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1614.163925448336,3-6min
021885-13022023,2023-02-13,2023,7,HAMMERSMITH AND FULHAM,522950,179350,264.0,Hammersmith,inf,inf,51.49972537516962,-0.23010296448822593,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,574.0278474543957,3-6min
091049-22062023,2023-06-22,2023,8,WANDSWORTH,525050,174550,21.0,Wandsworth,51.456004682342865,-0.20119320775628083,51.45612725267772,-0.2015626312657553,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,2489.0432532120685,0-3min
139317-10092023,2023-09-10,2023,4,BROMLEY,535550,169650,335.0,Beckenham,inf,inf,51.40967976643144,-0.05240148083350009,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,1285.6800972892113,3-6min
074013-26052023,2023-05-26,2023,15,BARKING AND DAGENHAM,549350,184750,260.0,Dagenham,inf,inf,51.54189257512238,0.15225463404171843,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,1984.7388897038013,3-6min
152328-01102023,2023-10-01,2023,12,BARNET,519650,192750,287.0,Mill Hill,inf,inf,51.620862585726364,-0.2730652569772472,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,2147.0913051440384,3-6min
098885-04072023,2023-07-04,2023,8,WESTMINSTER,529750,180250,461.0,Lambeth,51.5063483923328,-0.13126899792613367,51.50629489175007,-0.1318619910255772,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4824.867322431458,6-9min
002648-06012023,2023-01-06,2023,14,HAMMERSMITH AND FULHAM,524150,178350,207.0,Fulham,51.49030703157274,-0.2138735690405141,51.4904762468958,-0.2131755292700423,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1636.8788515791728,3-6min
105415-15072023,2023-07-15,2023,1,SOUTHWARK,534150,174950,366.0,Peckham,51.45733346414867,-0.06987828442835296,51.45764067183529,-0.0705130832215261,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,1943.184742705349,6-9min
003051-07012023,2023-01-07,2023,12,TOWER HAMLETS,534150,183050,265.0,Bethnal Green,inf,inf,51.53043020997688,-0.0674369495554726,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1102.385695484518,3-6min
196559-14122023,2023-12-14,2023,19,HAMMERSMITH AND FULHAM,525850,176350,254.0,Fulham,inf,inf,51.472126801181965,-0.18941433608434402,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1035.4501309673055,3-6min
130674-27082023,2023-08-27,2023,20,ENFIELD,534950,197850,210.0,Enfield,51.663004875719544,-0.049943881680706785,51.66323432443159,-0.05022322531104259,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,314.81420955549146,3-6min
116742-03082023,2023-08-03,2023,13,BARNET,521750,189050,281.0,Hendon,inf,inf,51.58716049998431,-0.24402950053127945,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1087.8338871237675,3-6min
024874-18022023,2023-02-18,2023,19,HARROW,516650,192750,287.0,Stanmore,51.62104348380124,-0.3158471748180401,51.62149173524392,-0.31637952782996615,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,2305.1318774427177,3-6min
007780-17012023,2023-01-17,2023,13,CITY OF LONDON,532450,181250,280.0,Whitechapel,51.51469583353015,-0.09231617136166317,51.514655586146155,-0.09260610432282301,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,1656.0656920702008,3-6min
155039-06102023,2023-10-06,2023,6,HILLINGDON,509950,175950,434.0,Feltham,51.47198474704196,-0.418979038995178,51.47184158049772,-0.41836485215627756,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,1298.9447398220227,6-9min
011652-24012023,2023-01-24,2023,10,RICHMOND UPON THAMES,516850,174350,422.0,Heston,51.45598797931525,-0.31945310507562513,51.45607991792974,-0.31959366569107756,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,2672.5185811587517,6-9min
139153-09092023,2023-09-09,2023,22,WANDSWORTH,523050,174450,402.0,Wandsworth,inf,inf,51.45566634468864,-0.2303682416735331,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,4009.519377575799,6-9min
109711-22072023,2023-07-22,2023,1,CITY OF LONDON,532850,181050,353.0,Shoreditch,51.51320362910415,-0.08682984835781311,51.51276446876514,-0.0869203081612216,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1502.388956666476,3-6min
086568-14062023,2023-06-14,2023,20,ISLINGTON,532350,183950,228.0,Islington,inf,inf,51.53894239170284,-0.09303285929082045,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,654.4785960029718,3-6min
037737-16032023,2023-03-16,2023,21,HACKNEY,534950,183950,202.0,Bethnal Green,51.538186531620624,-0.05629334793129685,51.538327357125475,-0.05556634178405542,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1179.8500803108045,3-6min
065350-10052023,2023-05-10,2023,13,LEWISHAM,540050,174650,586.0,Lewisham,51.453804055528465,0.013771837575767195,51.45351733570529,0.014234204689300702,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,1935.6925937550152,9-12min
095009-27062023,2023-06-27,2023,19,SOUTHWARK,533450,174850,395.0,Peckham,inf,inf,51.45690731917252,-0.08062008432475903,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,1916.0029487654397,6-9min
199168-19122023,2023-12-19,2023,10,CROYDON,531950,160950,237.0,Purley,inf,inf,51.33234342213459,-0.10735965557623538,Purley,51.33170045,-0.12504873,86.52,78101.0,19533.83792679669,1234.9222259183553,3-6min
052975-16042023,2023-04-16,2023,22,HOUNSLOW,517850,177950,485.0,Chiswick,51.48823703890057,-0.30462722700900796,51.48822808812756,-0.3040081932548042,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,2484.8955156521133,6-9min
175329-08112023,2023-11-08,2023,22,CROYDON,532950,170750,268.0,West Norwood,inf,inf,51.42017999334206,-0.08935055785954404,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1631.4032083642855,3-6min
190146-03122023,2023-12-03,2023,19,WESTMINSTER,528450,180550,392.0,Soho,51.50964800149507,-0.15051664351550714,51.5092876226302,-0.1504735946657188,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1326.905123396494,6-9min
131209-28082023,2023-08-28,2023,20,LEWISHAM,538050,174950,109.0,Lewisham,inf,inf,51.456703919156304,-0.014414458900343723,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,58.43363091969556,0-3min
062026-04052023,2023-05-04,2023,11,HARINGEY,534750,189050,377.0,Walthamstow,inf,inf,51.584204701746735,-0.05649528074255388,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,2105.2215787918885,6-9min
154805-05102023,2023-10-05,2023,19,CAMDEN,529350,182350,140.0,Euston,51.52489122990166,-0.1369393385512234,51.52525853918322,-0.1368522666615765,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,530.9212962583671,0-3min
150850-29092023,2023-09-29,2023,1,TOWER HAMLETS,534250,182850,242.0,Bethnal Green,inf,inf,51.52860920585542,-0.06607236164184783,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,974.5619550256148,3-6min
142132-14092023,2023-09-14,2023,18,WANDSWORTH,525950,174150,122.0,Wandsworth,inf,inf,51.452333117986335,-0.1887582741923193,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,1716.0719767407304,0-3min
018126-05022023,2023-02-05,2023,19,LAMBETH,530950,176250,177.0,Brixton,inf,inf,51.470071905260156,-0.11606386685400379,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,793.6082572708916,0-3min
045912-02042023,2023-04-02,2023,23,NEWHAM,537650,184850,403.0,Stratford,51.54590941617249,-0.016965634297996815,51.545763417909995,-0.01630854505243023,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,2004.2278823297822,6-9min
020078-09022023,2023-02-09,2023,14,CROYDON,530850,169950,571.0,Brixton,inf,inf,51.41347878838666,-0.11982940517033772,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,5582.651703337414,9-12min
116845-03082023,2023-08-03,2023,17,ISLINGTON,531150,183550,219.0,Islington,inf,inf,51.535627615403435,-0.11047442446516817,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,738.9123143324564,3-6min
039583-20032023,2023-03-20,2023,17,HARINGEY,529850,189150,9.0,Hornsey,51.58650678513008,-0.12728886353847188,51.5862526302201,-0.12714052744446616,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,25.080018550903052,0-3min
052831-16042023,2023-04-16,2023,16,BRENT,523250,184550,225.0,Willesden,inf,inf,51.54639307683432,-0.22396593298471176,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,898.9596716552677,3-6min
131461-29082023,2023-08-29,2023,10,CROYDON,534050,168650,272.0,Woodside,51.40076616624271,-0.0746041014591061,51.40104948586132,-0.07433341985876306,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1860.8962844101225,3-6min
158274-11102023,2023-10-11,2023,12,BARNET,519950,191250,218.0,Mill Hill,51.60731014480325,-0.2687127359891768,51.60731801994183,-0.26924677540851216,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,1958.1836369021084,3-6min
193179-09122023,2023-12-09,2023,1,HAMMERSMITH AND FULHAM,521950,180550,420.0,Acton,51.51104555019791,-0.24437808691185292,51.51072646983434,-0.24408772084239175,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,2301.41260328832,6-9min
178940-14112023,2023-11-14,2023,19,HAMMERSMITH AND FULHAM,524450,178150,270.0,Fulham,inf,inf,51.48861294546328,-0.2089271345768565,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1306.2410231436902,3-6min
017377-04022023,2023-02-04,2023,12,CAMDEN,525750,183350,278.0,Paddington,inf,inf,51.53505777921031,-0.18836015099241685,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1693.609746557021,3-6min
123280-15082023,2023-08-15,2023,8,WALTHAM FOREST,536550,189850,143.0,Walthamstow,51.59139996258471,-0.030678073038592043,51.59096064458586,-0.030220657716494917,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,273.9576663184718,0-3min
001735-04012023,2023-01-04,2023,14,HOUNSLOW,509250,173250,289.0,Feltham,51.44767918752946,-0.4290575967260056,51.44770904290621,-0.4292724355888215,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,1798.1049612288296,3-6min
024161-17022023,2023-02-17,2023,12,NEWHAM,542150,183850,305.0,Plaistow,inf,inf,51.53566321562347,0.048139665441256405,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,2076.616734048666,3-6min
151057-29092023,2023-09-29,2023,13,HACKNEY,532850,183950,282.0,Shoreditch,inf,inf,51.53882504453033,-0.0858276567229729,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1361.3785003382093,3-6min
041360-24032023,2023-03-24,2023,13,RICHMOND UPON THAMES,515050,171950,84.0,Twickenham,51.43476470442187,-0.3465602082491298,51.43487748921091,-0.3462683964223218,Twickenham,51.4674071,-0.3199681,57.41,97616.0,14048.66163547699,4073.7359532238092,0-3min
026326-21022023,2023-02-21,2023,21,HAMMERSMITH AND FULHAM,524550,178250,244.0,Fulham,inf,inf,51.489489657682945,-0.20745233568669177,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,1358.3539498878072,3-6min
102436-10072023,2023-07-10,2023,2,HAMMERSMITH AND FULHAM,523950,180250,310.0,North Kensington,51.507843266844525,-0.21570965968181952,51.50759557590696,-0.21538790324504592,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1558.0018910904932,3-6min
204460-28122023,2023-12-28,2023,23,BRENT,525450,183050,309.0,North Kensington,inf,inf,51.53242837872632,-0.1927899432796719,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1930.7331305546006,3-6min
054837-20042023,2023-04-20,2023,17,HAMMERSMITH AND FULHAM,523850,178450,289.0,Hammersmith,inf,inf,51.49144068499259,-0.2174593273710638,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,699.5893130773378,3-6min
119490-08082023,2023-08-08,2023,14,WANDSWORTH,527250,175250,224.0,Battersea,inf,inf,51.46192836065432,-0.16966389218537167,Battersea,51.4671185,-0.1876668,34.26,109456.0,6105.024929730367,1377.9304213493697,3-6min
072811-24052023,2023-05-24,2023,14,NEWHAM,542750,185550,368.0,Ilford,inf,inf,51.55078746687493,0.0574735095234551,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2702.043218363407,6-9min
085625-13062023,2023-06-13,2023,14,NEWHAM,538450,184550,5.0,Leytonstone,51.54260490150704,-0.004519279106084898,51.54287211184095,-0.004896973676975054,Leytonstone,51.560346,0.0079829,38.82,69512.0,11093.48251146864,2154.379360348714,0-3min
168329-28102023,2023-10-28,2023,12,BEXLEY,547650,173250,328.0,Sidcup,inf,inf,51.43900866627301,0.12295252780025068,Sidcup,51.42706568,0.09456477,60.56,82181.0,17781.077427293403,2379.663484685855,3-6min
083849-11062023,2023-06-11,2023,5,HAVERING,550650,189550,374.0,Romford,inf,inf,51.584674906159016,0.17304179475718787,Romford,51.593238,0.183295,112.27,65506.0,23562.433272317823,1188.5453736003435,6-9min
106778-17072023,2023-07-17,2023,10,ISLINGTON,531850,186450,248.0,Holloway,inf,inf,51.56152539085007,-0.09930194183043742,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,1190.2267601249416,3-6min
158085-11102023,2023-10-11,2023,5,CAMDEN,530150,182250,258.0,Euston,inf,inf,51.524176250315776,-0.12536403890579115,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,548.4361613804737,3-6min
060868-02052023,2023-05-02,2023,7,LAMBETH,530350,177650,314.0,Lambeth,inf,inf,51.48279166146324,-0.12418117883256165,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,2163.7390512802394,3-6min
106048-15072023,2023-07-15,2023,22,TOWER HAMLETS,538150,178250,314.0,Poplar,inf,inf,51.48633365488684,-0.011687119864851787,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2745.1953477154566,3-6min
125576-19082023,2023-08-19,2023,3,NEWHAM,539450,184150,180.0,Stratford,inf,inf,51.53903179134064,0.009355524089661848,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,490.93657498990973,0-3min
