IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
198504-18122023,2023-12-18,2023,6,LAMBETH,529250,175450,170.0,Clapham,51.463688883811244,-0.1409590497126483,51.46327298225063,-0.1408175925378805,Clapham,51.4648861,-0.1435183,26.82,63500.0,4838.483661929665,223.29429707218927,0-3min
115253-31072023,2023-07-31,2023,21,HARINGEY,529050,189550,178.0,Hornsey,51.5903592488204,-0.13826094237393718,51.59003086467254,-0.13853422220286832,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,882.3355241854259,0-3min
002680-06012023,2023-01-06,2023,15,LEWISHAM,535350,177750,272.0,New Cross,51.482753726773495,-0.05235740941573986,51.48251697523597,-0.05218026414293068,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1027.3499188459507,3-6min
180168-17112023,2023-11-17,2023,4,WALTHAM FOREST,538450,186750,341.0,Leyton,51.562855670354395,-0.0044840617621522095,51.56264114695957,-0.00403176045160637,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,923.5559076415376,3-6min
186940-28112023,2023-11-28,2023,18,HARINGEY,527850,188250,421.0,Hornsey,inf,inf,51.57862150091237,-0.15631970832730407,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,2221.2010696285415,6-9min
177751-12112023,2023-11-12,2023,22,NEWHAM,540050,184150,366.0,Plaistow,51.53925700109556,0.017714944103813336,51.53888337705024,0.018001247630712872,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,2345.0769678687507,6-9min
174371-07112023,2023-11-07,2023,10,BARNET,524150,188550,271.0,Hendon,inf,inf,51.582143886583445,-0.2095820547272121,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1525.2629834336715,3-6min
119034-07082023,2023-08-07,2023,17,WALTHAM FOREST,538450,191850,408.0,Woodford,51.60807986849626,-0.001346093390173441,51.608469066879216,-0.002022236973408277,Woodford,51.60883,0.026243,56.41,103279.0,15535.957097521175,1910.8087691858057,6-9min
043058-28032023,2023-03-28,2023,2,CAMDEN,530650,181750,326.0,Soho,51.519584465532354,-0.11883564080004622,51.51956762318446,-0.11834625631715681,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1199.3089280599575,3-6min
002714-06012023,2023-01-06,2023,16,LEWISHAM,535450,176750,148.0,New Cross,51.47335222066044,-0.050482734491014904,51.47350676647638,-0.05112413060983938,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,93.6564847551314,0-3min
114012-29072023,2023-07-29,2023,18,HARROW,518950,188850,421.0,Stanmore,inf,inf,51.585960470864244,-0.28449327918632794,Stanmore,51.60376,-0.29748,50.47,130494.0,15941.767603186485,2175.255971437455,6-9min
107571-18072023,2023-07-18,2023,16,BRENT,523950,184650,416.0,Willesden,inf,inf,51.54713860966461,-0.21384107602673327,Willesden,51.54468,-0.23663,43.24,112973.0,8634.041435717692,1604.3752564750093,6-9min
037344-16032023,2023-03-16,2023,8,WESTMINSTER,529750,180250,437.0,Lambeth,51.50633940566463,-0.13126936560900873,51.50629489175007,-0.1318619910255772,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,4824.1372629358575,6-9min
146568-21092023,2023-09-21,2023,17,SOUTHWARK,534450,173350,375.0,West Norwood,51.44282427853341,-0.0669069970517961,51.44319129924442,-0.06680515771470794,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,3601.563956594316,6-9min
017976-05022023,2023-02-05,2023,13,HOUNSLOW,511250,172550,387.0,Feltham,51.440916714054104,-0.4011020014523058,51.44102845819521,-0.40072398953640537,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,2378.383734743763,6-9min
180865-18112023,2023-11-18,2023,8,LAMBETH,531850,171350,34.0,West Norwood,inf,inf,51.42582867864432,-0.10493798518003543,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,420.1590030677449,0-3min
154912-05102023,2023-10-05,2023,22,RICHMOND UPON THAMES,520350,175750,516.0,Richmond,inf,inf,51.46792982427487,-0.26876720430042533,Richmond,51.4674124,-0.2849489,57.41,97616.0,11771.22733156341,1125.9327497306263,6-9min
018319-06022023,2023-02-06,2023,8,SOUTHWARK,534350,179050,283.0,Dockhead,inf,inf,51.49443744096907,-0.06607839930806507,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,761.700722446849,3-6min
079435-04062023,2023-06-04,2023,12,KINGSTON UPON THAMES,521650,168150,576.0,Wimbledon,inf,inf,51.39934807562931,-0.252669069360504,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,4238.538683531342,9-12min
165771-23102023,2023-10-23,2023,19,BARNET,521050,191650,259.0,Mill Hill,inf,inf,51.61067770305199,-0.25323205582499386,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,846.9677238888072,3-6min
011036-23012023,2023-01-23,2023,9,SOUTHWARK,535250,175750,277.0,New Cross,inf,inf,51.464568245326646,-0.054384363504550115,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,1080.3587666592707,3-6min
123952-16082023,2023-08-16,2023,11,GREENWICH,542850,175950,349.0,Eltham,inf,inf,51.46449990762216,0.05502939665397228,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,1566.2517421349842,3-6min
086301-14062023,2023-06-14,2023,13,ISLINGTON,532050,182150,173.0,Shoreditch,51.52308882039075,-0.09803423579047588,51.52283696562235,-0.09803031475745716,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,1027.9786047195366,0-3min
016213-02022023,2023-02-02,2023,7,KENSINGTON AND CHELSEA,524550,180450,219.0,North Kensington,inf,inf,51.50926118805558,-0.20667642939317268,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1509.5119325687247,3-6min
013326-27012023,2023-01-27,2023,13,NEWHAM,542850,182550,138.0,East Ham,inf,inf,51.52380537989606,0.05769853239669787,East Ham,51.523548,0.056981,36.22,116875.0,12907.885584948115,57.44597520183795,0-3min
030856-03032023,2023-03-03,2023,9,BARNET,528450,194650,304.0,Southgate,inf,inf,51.63599939841672,-0.1453231842565332,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,1370.0028063287239,3-6min
003313-07012023,2023-01-07,2023,21,MERTON,523550,169350,241.0,Wimbledon,inf,inf,51.409722604420736,-0.2249529950523317,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,2014.683899090016,3-6min
195786-13122023,2023-12-13,2023,13,NEWHAM,538450,183950,1.0,Stratford,inf,inf,51.537480543368936,-0.005132769668779243,Stratford,51.54321,0.011631,36.22,116875.0,10437.7576427227,1326.2899856697977,0-3min
085876-13062023,2023-06-13,2023,21,TOWER HAMLETS,534750,180050,527.0,Old Kent Road,inf,inf,51.50332864106068,-0.05993836490839301,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,2055.9168413646194,6-9min
129966-26082023,2023-08-26,2023,12,TOWER HAMLETS,536250,181950,353.0,Bethnal Green,inf,inf,51.52004307703251,-0.03760657815374672,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1332.0261203319935,3-6min
039348-20032023,2023-03-20,2023,10,KENSINGTON AND CHELSEA,527450,179350,276.0,Kensington,51.498303443615626,-0.16565694192079786,51.4987296323252,-0.16530846021329232,Kensington,51.5028,-0.1904,12.13,47980.0,4384.517983460514,1791.1021192837075,3-6min
124006-16082023,2023-08-16,2023,13,HAMMERSMITH AND FULHAM,522750,178450,239.0,Hammersmith,inf,inf,51.49168032709208,-0.23329556594740036,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,801.1289217711816,3-6min
148575-25092023,2023-09-25,2023,8,HAVERING,553350,192750,258.0,Harold Hill,51.6130097662543,0.21401574500188486,51.612698025920864,0.213379470110719,Harold Hill,51.598285,0.2238306,112.27,65506.0,26363.7578289972,1773.4629033937208,3-6min
023945-17022023,2023-02-17,2023,3,CROYDON,531750,167550,242.0,Norbury,inf,inf,51.39170247572553,-0.10778582800310632,Norbury,51.40681223,-0.1212487,86.52,78101.0,11181.546872069295,1924.5161020346698,3-6min
041682-25032023,2023-03-25,2023,3,ISLINGTON,530650,186650,238.0,Holloway,inf,inf,51.56360168246173,-0.11652898821644987,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,204.29065871419138,3-6min
109850-22072023,2023-07-22,2023,10,LEWISHAM,537850,175550,266.0,Lewisham,inf,inf,51.46214429325199,-0.017057554048091506,Lewisham,51.45686739,-0.01361552,35.15,74952.0,9675.507202337956,633.9622312037516,3-6min
151248-29092023,2023-09-29,2023,19,WANDSWORTH,521850,175350,647.0,Fulham,inf,inf,51.464014223475246,-0.2473209353767215,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,3571.0913385848357,9-12min
078414-02062023,2023-06-02,2023,17,HOUNSLOW,517850,178250,432.0,Heston,inf,inf,51.49092434943536,-0.3039081399933212,Heston,51.47492,-0.3431,55.99,95980.0,15360.683212352244,3253.100913440423,6-9min
190722-04122023,2023-12-04,2023,20,HARROW,515350,187550,359.0,Northolt,51.57465970213697,-0.33651019187631764,51.575024315093124,-0.3368576617521452,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2714.656084514956,3-6min
007448-16012023,2023-01-16,2023,20,TOWER HAMLETS,534750,183150,199.0,Bethnal Green,51.531007563264126,-0.058833911176899345,51.531186096138484,-0.058754227184577436,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,580.7768938841488,3-6min
205074-30122023,2023-12-30,2023,9,HAVERING,550450,189950,265.0,Romford,inf,inf,51.58832223972798,0.17032857117839842,Romford,51.593238,0.183295,112.27,65506.0,23562.433272317823,1051.95974302532,3-6min
146462-21092023,2023-09-21,2023,13,EALING,516050,183450,312.0,Ealing,inf,inf,51.53803187035904,-0.32811275908542664,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,3046.2585107861278,3-6min
142521-15092023,2023-09-15,2023,11,LEWISHAM,538950,171350,338.0,Bromley,inf,inf,51.42413402664792,-0.0028807931802896087,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,2357.9968909809545,3-6min
075856-29052023,2023-05-29,2023,12,HACKNEY,534250,186950,303.0,Stoke Newington,inf,inf,51.565452878039046,-0.06450937599241593,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,915.2292506294333,3-6min
154152-04102023,2023-10-04,2023,16,HILLINGDON,506750,179650,364.0,Hayes,51.50546006122243,-0.4634254575336489,51.50571022191973,-0.4633017701345272,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,2518.6861462740326,6-9min
104988-14072023,2023-07-14,2023,9,KINGSTON UPON THAMES,519550,165550,304.0,Surbiton,inf,inf,51.376426333135406,-0.28371641024153105,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,2116.4096716599593,3-6min
183766-23112023,2023-11-23,2023,11,WESTMINSTER,526450,179250,342.0,Chelsea,51.49799110450253,-0.17908255042854143,51.498055307875916,-0.17974272145895465,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1286.29088916017,3-6min
054724-20042023,2023-04-20,2023,13,HAMMERSMITH AND FULHAM,524650,176550,5.0,Fulham,51.47443775711442,-0.2069624565404442,51.47418960335447,-0.2066121968276894,Fulham,51.4779579,-0.2010297,16.4,91648.0,6044.457462088725,566.3826062633857,0-3min
148268-24092023,2023-09-24,2023,15,LEWISHAM,538750,171150,419.0,Beckenham,51.422189341701284,-0.006446407923318916,51.422385752492005,-0.005833746418982875,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,2488.167702270461,6-9min
112681-27072023,2023-07-27,2023,11,LAMBETH,530750,178750,196.0,Lambeth,inf,inf,51.492584713376274,-0.11801698840390476,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3254.371910063502,3-6min
160945-15102023,2023-10-15,2023,18,TOWER HAMLETS,536750,183350,455.0,Leyton,inf,inf,51.53250290542782,-0.02986160063793078,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,3606.0238383788505,6-9min
194421-11122023,2023-12-11,2023,3,REDBRIDGE,546350,186750,234.0,Ilford,51.560921098452134,0.10919199583263856,51.560648342966566,0.10985746767131437,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,1244.1759700003113,3-6min
074846-27052023,2023-05-27,2023,20,SOUTHWARK,531950,178550,533.0,Lambeth,inf,inf,51.49050889074722,-0.10081657361071576,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3339.647087537772,6-9min
033450-08032023,2023-03-08,2023,16,BROMLEY,539350,169250,280.0,Bromley,inf,inf,51.40516510041374,0.00204394471046012,Bromley,51.4070394,0.01715567,150.15,82458.0,14989.379218231285,1071.9980762408734,3-6min
119193-07082023,2023-08-07,2023,21,SUTTON,527250,162950,348.0,Wallington,51.35138721008263,-0.17460380602832876,51.35138792070148,-0.1740724171512993,Wallington,51.36242334,-0.14837595,43.85,104758.0,16178.399354451967,2198.695826939215,3-6min
124087-16082023,2023-08-16,2023,16,LAMBETH,530450,173550,323.0,Brixton,51.44600706969683,-0.1238757744819751,51.44592318628288,-0.12425337462951637,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,2104.687490208649,3-6min
040277-22032023,2023-03-22,2023,4,TOWER HAMLETS,535650,181050,406.0,Shadwell,inf,inf,51.512099769088586,-0.04659508167554495,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,655.464143004017,6-9min
061542-03052023,2023-05-03,2023,13,HAVERING,551650,185350,421.0,Dagenham,51.54683042447717,0.1862525581337249,51.54667072262696,0.18565354798252776,Dagenham,51.559507,0.15678,36.09,109267.0,20534.625316519363,2485.481693461297,6-9min
046014-03042023,2023-04-03,2023,7,WESTMINSTER,528350,180550,425.0,Soho,51.50956921471199,-0.1523644236014623,51.50931032432029,-0.15191375267010415,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,1453.528602326496,6-9min
193781-10122023,2023-12-10,2023,0,WESTMINSTER,526450,182350,262.0,Paddington,inf,inf,51.52591470330128,-0.17863190186455913,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,704.6361757949351,3-6min
077950-01062023,2023-06-01,2023,23,BARNET,527350,195450,235.0,Barnet,inf,inf,51.64343856125643,-0.16091824248807957,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,1779.036286063594,3-6min
145576-20092023,2023-09-20,2023,11,SOUTHWARK,534250,178250,309.0,Dockhead,51.48753034401416,-0.06821440113982791,51.4872720853295,-0.06782200570397322,Dockhead,51.50061865,-0.07079419,28.85,102125.0,3995.727280892831,1466.4321837527982,3-6min
184323-24112023,2023-11-24,2023,10,SOUTHWARK,534850,176450,569.0,Brixton,inf,inf,51.47095405506246,-0.05987223243507257,Brixton,51.4634153,-0.1119599,26.82,63500.0,4990.712567649768,3715.498369894443,9-12min
003073-07012023,2023-01-07,2023,12,CROYDON,531150,164250,320.0,Croydon,inf,inf,51.36218492000229,-0.11762139492797134,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1162.4393333828439,3-6min
068958-17052023,2023-05-17,2023,11,BEXLEY,548850,178150,364.0,Bexley,inf,inf,51.482722575808005,0.1422657886165642,Bexley,51.4610332,0.1536208,60.56,82181.0,20139.756311024084,2538.8092102210258,6-9min
063721-07052023,2023-05-07,2023,13,HARROW,515350,189450,286.0,Harrow,51.59220686049555,-0.33611469722748005,51.5921006464667,-0.33623407134143035,Harrow,51.59096,-0.36634,50.47,130494.0,18990.194902322222,2101.337834065613,3-6min
159740-13102023,2023-10-13,2023,18,LAMBETH,532950,170850,241.0,West Norwood,inf,inf,51.42107865165552,-0.08931307966693403,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,1597.837906525599,3-6min
109109-21072023,2023-07-21,2023,1,EALING,516650,180850,217.0,Ealing,51.514909702414336,-0.31972121275656645,51.5145406828311,-0.32032568862395583,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,515.5869574146179,3-6min
175240-08112023,2023-11-08,2023,19,HAMMERSMITH AND FULHAM,525950,176550,406.0,Chelsea,inf,inf,51.47390197231507,-0.18790409702006916,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,1804.7872690330687,6-9min
061769-03052023,2023-05-03,2023,20,SOUTHWARK,532550,180350,227.0,Old Kent Road,51.506982724817846,-0.0919178487530018,51.50654434527341,-0.09150386261923962,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,2562.3664349104747,3-6min
057822-26042023,2023-04-26,2023,18,WALTHAM FOREST,538450,188350,309.0,Leyton,51.577024524052575,-0.0026944419914561963,51.57701857840496,-0.003401894079249236,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,1783.12874714565,3-6min
075490-28052023,2023-05-28,2023,20,TOWER HAMLETS,534650,182950,184.0,Bethnal Green,51.529083455113174,-0.059939377470284314,51.52941267886617,-0.06027139643056596,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,559.3913182224787,3-6min
191154-05122023,2023-12-05,2023,16,LEWISHAM,535650,172650,249.0,Forest Hill,inf,inf,51.436614995578395,-0.04981717963928384,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,742.2359097432824,3-6min
039507-20032023,2023-03-20,2023,15,WANDSWORTH,526450,175850,448.0,Chelsea,inf,inf,51.467499669046404,-0.1809589900072537,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,2253.6588057380277,6-9min
028042-25022023,2023-02-25,2023,14,CAMDEN,529350,182350,144.0,Euston,51.5248833872893,-0.1370117372596018,51.52525853918322,-0.1368522666615765,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,535.7209317311243,0-3min
125787-19082023,2023-08-19,2023,14,CROYDON,532350,165950,270.0,Croydon,51.37738490723641,-0.09938108438326347,51.37718426926806,-0.09976299693695731,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1009.3370732433235,3-6min
011979-24012023,2023-01-24,2023,21,TOWER HAMLETS,533550,181650,168.0,Whitechapel,51.51762202950716,-0.07656964458811749,51.51799141533749,-0.0766117368161132,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,627.3963442098313,0-3min
036563-14032023,2023-03-14,2023,13,HARINGEY,535250,191550,396.0,Tottenham,51.60660612102908,-0.04843339346061646,51.6065502848855,-0.04832025385958666,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,2237.448366564676,6-9min
006179-14012023,2023-01-14,2023,7,WESTMINSTER,526350,182550,189.0,Paddington,inf,inf,51.527734441009436,-0.18000093661202504,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,863.6513476596166,3-6min
160274-14102023,2023-10-14,2023,15,HILLINGDON,511950,186050,354.0,Northolt,51.56185979682372,-0.3871112151325808,51.56222737245323,-0.38637685534304195,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,2065.303163023686,3-6min
172257-04112023,2023-11-04,2023,5,REDBRIDGE,543950,188750,390.0,Ilford,inf,inf,51.57923633574244,0.07607824464775555,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,2135.0266173225873,6-9min
040412-22032023,2023-03-22,2023,13,CAMDEN,530150,181050,2.0,Soho,51.5137241213615,-0.12574994114534926,51.513392306545136,-0.12580679704337108,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,452.1800425264909,0-3min
116561-03082023,2023-08-03,2023,6,ENFIELD,530050,193450,166.0,Southgate,51.624489877797124,-0.12329813668983179,51.624848395651796,-0.12266210329503578,Southgate,51.6306,-0.12754,80.84,109867.0,13734.420279492835,740.989258300199,0-3min
168407-28102023,2023-10-28,2023,14,LEWISHAM,536650,178150,193.0,Deptford,inf,inf,51.48579914930323,-0.03331576852681526,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,105.76645453621383,3-6min
023597-16022023,2023-02-16,2023,10,HARINGEY,533250,189050,275.0,Tottenham,inf,inf,51.58456103926922,-0.07813218975096774,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,1005.1882257252345,3-6min
165120-22102023,2023-10-22,2023,16,LAMBETH,529950,172450,405.0,Tooting,inf,inf,51.43615258007904,-0.13184753341947875,Tooting,51.4380528,-0.1654001,34.26,109456.0,8131.550209914634,2342.672037382481,6-9min
124228-16082023,2023-08-16,2023,20,NEWHAM,540150,181150,314.0,Poplar,inf,inf,51.51190106240787,0.018249748652042045,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,2360.05258231227,3-6min
166385-24102023,2023-10-24,2023,22,MERTON,521950,171050,1102.0,Wimbledon,inf,inf,51.425347162070686,-0.24736231949717127,Wimbledon,51.4155428,-0.1975317,37.61,107662.0,11296.133801844093,3633.8643041007244,> 15min
